idDetalleCompra,idCompra,idProduc,nomProduc,precioProduc,CantidadProduc,Subtotal
49848,7656,6,"Tubo PVC Desague 4"" - Lote 6",17.42,77,1341.34
49849,7656,20,Mezcladora Monocomando - Lote 20,113.14,29,3281.06
49850,7657,50,Mezcladora Monocomando - Lote 50,92.73,71,6583.83
49851,7657,24,Pegamento PVC Oatey - Lote 24,17.56,78,1369.68
49852,7657,50,Mezcladora Monocomando - Lote 50,117.79,74,8716.46
49853,7658,17,Mezcladora Ducha Italgrif - Lote 17,64.92,42,2726.64
49854,7658,28,Hoja Sierra - Lote 28,3.35,50,167.5
49855,7658,10,Cinta Teflon - Lote 10,1.35,95,128.25
49856,7658,18,"Caño Jardin Bronce 1/2"" - Lote 18",10.07,76,765.32
49857,7658,38,"Codo PVC 4"" - Lote 38",1.81,76,137.56
49858,7659,48,"Caño Jardin Bronce 1/2"" - Lote 48",7.56,29,219.24
49859,7659,19,Llave Angular Cromada - Lote 19,6.8,38,258.4
49860,7659,42,Tubo Abasto - Lote 42,5.04,87,438.48
49861,7659,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.24,85,700.4
49862,7659,49,Llave Angular Cromada - Lote 49,6.13,58,355.54
49863,7659,19,Llave Angular Cromada - Lote 19,6.95,41,284.95
49864,7659,26,Sifón Botella - Lote 26,10.38,60,622.8
49865,7659,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.09,77,776.93
49866,7659,14,Martillo - Lote 14,17.43,47,819.21
49867,7660,28,Hoja Sierra - Lote 28,3.47,96,333.12
49868,7660,6,"Tubo PVC Desague 4"" - Lote 6",15.36,66,1013.76
49869,7660,34,Llave Angular Cromada - Lote 34,8.11,56,454.16
49870,7661,12,Tubo Abasto - Lote 12,4.99,70,349.3
49871,7661,41,Sifón Botella - Lote 41,9.47,62,587.14
49872,7661,38,"Codo PVC 4"" - Lote 38",2.12,61,129.32
49873,7661,45,Guantes - Lote 45,4.56,73,332.88
49874,7661,8,"Codo PVC 4"" - Lote 8",2.35,24,56.4
49875,7661,16,Llave Lavatorio Vainsa - Lote 16,31.3,65,2034.5
49876,7661,47,Mezcladora Ducha Italgrif - Lote 47,83.46,95,7928.7
49877,7661,25,Cinta Teflon - Lote 25,1.42,50,71.0
49878,7661,48,"Caño Jardin Bronce 1/2"" - Lote 48",8.48,92,780.16
49879,7662,15,Guantes - Lote 15,5.06,37,187.22
49880,7662,42,Tubo Abasto - Lote 42,5.51,20,110.2
49881,7662,31,Llave Lavatorio Vainsa - Lote 31,30.8,90,2772.0
49882,7662,50,Mezcladora Monocomando - Lote 50,112.26,92,10327.92
49883,7662,25,Cinta Teflon - Lote 25,1.38,47,64.86
49884,7662,21,"Tubo PVC Desague 4"" - Lote 21",18.4,62,1140.8
49885,7662,4,Llave Angular Cromada - Lote 4,6.7,47,314.9
49886,7662,17,Mezcladora Ducha Italgrif - Lote 17,76.34,87,6641.58
49887,7662,38,"Codo PVC 4"" - Lote 38",2.27,85,192.95
49888,7662,37,"Tubo PVC Agua 1/2"" - Lote 37",7.22,55,397.1
49889,7663,11,Sifón Botella - Lote 11,9.06,38,344.28
49890,7663,24,Pegamento PVC Oatey - Lote 24,19.01,65,1235.65
49891,7663,22,"Tubo PVC Agua 1/2"" - Lote 22",8.5,94,799.0
49892,7663,43,Hoja Sierra - Lote 43,2.94,53,155.82
49893,7663,43,Hoja Sierra - Lote 43,3.43,28,96.04
49894,7663,42,Tubo Abasto - Lote 42,4.68,64,299.52
49895,7664,31,Llave Lavatorio Vainsa - Lote 31,27.93,27,754.11
49896,7664,8,"Codo PVC 4"" - Lote 8",2.35,39,91.65
49897,7664,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.48,80,678.4
49898,7664,6,"Tubo PVC Desague 4"" - Lote 6",15.41,48,739.68
49899,7664,4,Llave Angular Cromada - Lote 4,7.25,90,652.5
49900,7665,32,Mezcladora Ducha Italgrif - Lote 32,79.14,25,1978.5
49901,7665,41,Sifón Botella - Lote 41,7.88,76,598.88
49902,7665,50,Mezcladora Monocomando - Lote 50,111.83,45,5032.35
49903,7666,43,Hoja Sierra - Lote 43,3.34,62,207.08
49904,7666,32,Mezcladora Ducha Italgrif - Lote 32,62.83,49,3078.67
49905,7666,22,"Tubo PVC Agua 1/2"" - Lote 22",7.76,51,395.76
49906,7666,35,Mezcladora Monocomando - Lote 35,104.79,65,6811.35
49907,7667,32,Mezcladora Ducha Italgrif - Lote 32,73.76,87,6417.12
49908,7667,40,Cinta Teflon - Lote 40,1.39,70,97.3
49909,7667,7,"Tubo PVC Agua 1/2"" - Lote 7",8.88,75,666.0
49910,7667,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.37,62,518.94
49911,7667,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.9,84,831.6
49912,7667,42,Tubo Abasto - Lote 42,5.16,39,201.24
49913,7668,1,Llave Lavatorio Vainsa - Lote 1,31.2,40,1248.0
49914,7668,41,Sifón Botella - Lote 41,9.95,94,935.3
49915,7668,47,Mezcladora Ducha Italgrif - Lote 47,73.32,93,6818.76
49916,7668,11,Sifón Botella - Lote 11,10.15,81,822.15
49917,7668,50,Mezcladora Monocomando - Lote 50,113.51,27,3064.77
49918,7668,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.76,72,630.72
49919,7668,2,Mezcladora Ducha Italgrif - Lote 2,63.34,21,1330.14
49920,7668,39,Pegamento PVC Oatey - Lote 39,21.66,78,1689.48
49921,7668,14,Martillo - Lote 14,15.21,54,821.34
49922,7669,26,Sifón Botella - Lote 26,7.7,24,184.8
49923,7669,44,Martillo - Lote 44,14.23,98,1394.54
49924,7669,8,"Codo PVC 4"" - Lote 8",1.86,82,152.52
49925,7669,46,Llave Lavatorio Vainsa - Lote 46,30.17,63,1900.71
49926,7669,38,"Codo PVC 4"" - Lote 38",2.26,84,189.84
49927,7669,39,Pegamento PVC Oatey - Lote 39,22.82,24,547.68
49928,7669,41,Sifón Botella - Lote 41,9.28,83,770.24
49929,7669,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.75,51,497.25
49930,7669,26,Sifón Botella - Lote 26,10.34,43,444.62
49931,7670,50,Mezcladora Monocomando - Lote 50,108.7,42,4565.4
49932,7670,29,Martillo - Lote 29,14.0,66,924.0
49933,7670,17,Mezcladora Ducha Italgrif - Lote 17,60.49,79,4778.71
49934,7671,7,"Tubo PVC Agua 1/2"" - Lote 7",9.58,44,421.52
49935,7671,29,Martillo - Lote 29,13.44,59,792.96
49936,7671,34,Llave Angular Cromada - Lote 34,7.17,71,509.07
49937,7671,22,"Tubo PVC Agua 1/2"" - Lote 22",7.25,99,717.75
49938,7671,4,Llave Angular Cromada - Lote 4,6.53,73,476.69
49939,7671,40,Cinta Teflon - Lote 40,1.26,96,120.96
49940,7671,30,Guantes - Lote 30,5.15,42,216.3
49941,7671,25,Cinta Teflon - Lote 25,1.62,90,145.8
49942,7671,23,"Codo PVC 4"" - Lote 23",2.43,80,194.4
49943,7671,42,Tubo Abasto - Lote 42,4.07,62,252.34
49944,7672,16,Llave Lavatorio Vainsa - Lote 16,23.27,81,1884.87
49945,7672,39,Pegamento PVC Oatey - Lote 39,20.82,97,2019.54
49946,7672,44,Martillo - Lote 44,15.0,60,900.0
49947,7672,6,"Tubo PVC Desague 4"" - Lote 6",14.43,41,591.63
49948,7672,2,Mezcladora Ducha Italgrif - Lote 2,83.52,76,6347.52
49949,7672,6,"Tubo PVC Desague 4"" - Lote 6",19.16,97,1858.52
49950,7672,50,Mezcladora Monocomando - Lote 50,98.28,86,8452.08
49951,7672,29,Martillo - Lote 29,16.61,23,382.03
49952,7672,7,"Tubo PVC Agua 1/2"" - Lote 7",8.12,92,747.04
49953,7673,9,Pegamento PVC Oatey - Lote 9,18.07,30,542.1
49954,7673,32,Mezcladora Ducha Italgrif - Lote 32,83.35,39,3250.65
49955,7673,28,Hoja Sierra - Lote 28,3.38,24,81.12
49956,7673,50,Mezcladora Monocomando - Lote 50,117.81,75,8835.75
49957,7673,48,"Caño Jardin Bronce 1/2"" - Lote 48",8.47,83,703.01
49958,7674,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.66,30,289.8
49959,7674,19,Llave Angular Cromada - Lote 19,6.26,77,482.02
49960,7674,19,Llave Angular Cromada - Lote 19,6.91,73,504.43
49961,7675,17,Mezcladora Ducha Italgrif - Lote 17,61.65,54,3329.1
49962,7675,10,Cinta Teflon - Lote 10,1.36,22,29.92
49963,7675,10,Cinta Teflon - Lote 10,1.66,88,146.08
49964,7675,28,Hoja Sierra - Lote 28,3.02,39,117.78
49965,7675,17,Mezcladora Ducha Italgrif - Lote 17,83.49,21,1753.29
49966,7675,43,Hoja Sierra - Lote 43,2.57,24,61.68
49967,7676,35,Mezcladora Monocomando - Lote 35,116.71,42,4901.82
49968,7676,9,Pegamento PVC Oatey - Lote 9,21.24,47,998.28
49969,7676,46,Llave Lavatorio Vainsa - Lote 46,26.56,29,770.24
49970,7676,21,"Tubo PVC Desague 4"" - Lote 21",14.43,60,865.8
49971,7676,39,Pegamento PVC Oatey - Lote 39,19.94,32,638.08
49972,7676,40,Cinta Teflon - Lote 40,1.75,100,175.0
49973,7676,18,"Caño Jardin Bronce 1/2"" - Lote 18",7.53,85,640.05
49974,7676,11,Sifón Botella - Lote 11,10.46,68,711.28
49975,7677,32,Mezcladora Ducha Italgrif - Lote 32,82.03,78,6398.34
49976,7677,26,Sifón Botella - Lote 26,8.44,68,573.92
49977,7677,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.41,100,841.0
49978,7677,37,"Tubo PVC Agua 1/2"" - Lote 37",8.37,77,644.49
49979,7678,20,Mezcladora Monocomando - Lote 20,124.55,75,9341.25
49980,7678,49,Llave Angular Cromada - Lote 49,7.6,56,425.6
49981,7678,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.48,93,881.64
49982,7678,21,"Tubo PVC Desague 4"" - Lote 21",16.09,35,563.15
49983,7679,26,Sifón Botella - Lote 26,9.26,36,333.36
49984,7679,40,Cinta Teflon - Lote 40,1.72,96,165.12
49985,7679,22,"Tubo PVC Agua 1/2"" - Lote 22",8.03,74,594.22
49986,7679,46,Llave Lavatorio Vainsa - Lote 46,26.54,67,1778.18
49987,7679,24,Pegamento PVC Oatey - Lote 24,23.98,69,1654.62
49988,7679,18,"Caño Jardin Bronce 1/2"" - Lote 18",9.5,75,712.5
49989,7679,40,Cinta Teflon - Lote 40,1.46,43,62.78
49990,7679,5,Mezcladora Monocomando - Lote 5,108.92,59,6426.28
49991,7679,50,Mezcladora Monocomando - Lote 50,118.18,91,10754.38
49992,7680,47,Mezcladora Ducha Italgrif - Lote 47,72.42,32,2317.44
49993,7680,11,Sifón Botella - Lote 11,10.1,78,787.8
49994,7680,3,"Caño Jardin Bronce 1/2"" - Lote 3",7.67,20,153.4
49995,7680,41,Sifón Botella - Lote 41,8.64,44,380.16
49996,7680,10,Cinta Teflon - Lote 10,1.34,34,45.56
49997,7680,38,"Codo PVC 4"" - Lote 38",2.4,85,204.0
49998,7680,40,Cinta Teflon - Lote 40,1.64,75,123.0
49999,7680,29,Martillo - Lote 29,14.26,26,370.76
50000,7681,7,"Tubo PVC Agua 1/2"" - Lote 7",9.7,68,659.6
50001,7681,34,Llave Angular Cromada - Lote 34,7.62,87,662.94
50002,7681,49,Llave Angular Cromada - Lote 49,7.55,81,611.55
50003,7681,35,Mezcladora Monocomando - Lote 35,119.48,23,2748.04
50004,7682,38,"Codo PVC 4"" - Lote 38",2.27,21,47.67
50005,7682,1,Llave Lavatorio Vainsa - Lote 1,23.01,43,989.43
50006,7682,49,Llave Angular Cromada - Lote 49,7.79,93,724.47
50007,7682,8,"Codo PVC 4"" - Lote 8",2.19,32,70.08
50008,7683,8,"Codo PVC 4"" - Lote 8",2.23,51,113.73
50009,7683,40,Cinta Teflon - Lote 40,1.51,75,113.25
50010,7683,37,"Tubo PVC Agua 1/2"" - Lote 37",7.52,47,353.44
50011,7683,6,"Tubo PVC Desague 4"" - Lote 6",14.32,42,601.44
50012,7683,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.84,80,787.2
50013,7683,41,Sifón Botella - Lote 41,9.0,76,684.0
50014,7683,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.14,77,703.78
50015,7683,9,Pegamento PVC Oatey - Lote 9,19.24,30,577.2
50016,7683,2,Mezcladora Ducha Italgrif - Lote 2,71.55,96,6868.8
50017,7683,8,"Codo PVC 4"" - Lote 8",2.21,43,95.03
50018,7684,15,Guantes - Lote 15,4.71,93,438.03
50019,7684,37,"Tubo PVC Agua 1/2"" - Lote 37",9.79,87,851.73
50020,7684,8,"Codo PVC 4"" - Lote 8",1.84,69,126.96
50021,7684,14,Martillo - Lote 14,14.01,59,826.59
50022,7684,36,"Tubo PVC Desague 4"" - Lote 36",15.83,41,649.03
50023,7684,46,Llave Lavatorio Vainsa - Lote 46,24.38,64,1560.32
50024,7684,17,Mezcladora Ducha Italgrif - Lote 17,64.62,73,4717.26
50025,7684,8,"Codo PVC 4"" - Lote 8",2.41,26,62.66
50026,7684,8,"Codo PVC 4"" - Lote 8",1.92,41,78.72
50027,7685,24,Pegamento PVC Oatey - Lote 24,23.02,86,1979.72
50028,7685,34,Llave Angular Cromada - Lote 34,7.07,55,388.85
50029,7685,11,Sifón Botella - Lote 11,10.19,63,641.97
50030,7685,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.23,88,812.24
50031,7685,9,Pegamento PVC Oatey - Lote 9,18.05,27,487.35
50032,7685,1,Llave Lavatorio Vainsa - Lote 1,28.7,86,2468.2
50033,7686,47,Mezcladora Ducha Italgrif - Lote 47,76.74,47,3606.78
50034,7686,25,Cinta Teflon - Lote 25,1.31,22,28.82
50035,7686,21,"Tubo PVC Desague 4"" - Lote 21",19.36,20,387.2
50036,7686,7,"Tubo PVC Agua 1/2"" - Lote 7",8.63,73,629.99
50037,7686,3,"Caño Jardin Bronce 1/2"" - Lote 3",9.64,94,906.16
50038,7686,36,"Tubo PVC Desague 4"" - Lote 36",16.45,43,707.35
50039,7687,6,"Tubo PVC Desague 4"" - Lote 6",14.42,40,576.8
50040,7687,20,Mezcladora Monocomando - Lote 20,123.49,54,6668.46
50041,7687,49,Llave Angular Cromada - Lote 49,6.04,49,295.96
50042,7687,17,Mezcladora Ducha Italgrif - Lote 17,62.25,39,2427.75
50043,7687,33,"Caño Jardin Bronce 1/2"" - Lote 33",7.61,26,197.86
50044,7688,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.21,59,484.39
50045,7688,16,Llave Lavatorio Vainsa - Lote 16,26.26,39,1024.14
50046,7688,24,Pegamento PVC Oatey - Lote 24,22.65,41,928.65
50047,7688,35,Mezcladora Monocomando - Lote 35,106.38,70,7446.6
50048,7688,2,Mezcladora Ducha Italgrif - Lote 2,72.49,58,4204.42
50049,7688,34,Llave Angular Cromada - Lote 34,7.55,37,279.35
50050,7688,27,Tubo Abasto - Lote 27,4.37,35,152.95
50051,7688,38,"Codo PVC 4"" - Lote 38",2.01,72,144.72
50052,7689,28,Hoja Sierra - Lote 28,3.19,44,140.36
50053,7689,22,"Tubo PVC Agua 1/2"" - Lote 22",9.07,44,399.08
50054,7689,20,Mezcladora Monocomando - Lote 20,114.97,53,6093.41
50055,7689,6,"Tubo PVC Desague 4"" - Lote 6",19.13,45,860.85
50056,7689,16,Llave Lavatorio Vainsa - Lote 16,22.52,65,1463.8
50057,7689,20,Mezcladora Monocomando - Lote 20,100.47,33,3315.51
50058,7689,25,Cinta Teflon - Lote 25,1.43,79,112.97
50059,7689,29,Martillo - Lote 29,13.42,30,402.6
50060,7690,10,Cinta Teflon - Lote 10,1.59,66,104.94
50061,7690,22,"Tubo PVC Agua 1/2"" - Lote 22",8.89,67,595.63
50062,7690,5,Mezcladora Monocomando - Lote 5,111.66,46,5136.36
50063,7690,15,Guantes - Lote 15,4.75,62,294.5
50064,7690,41,Sifón Botella - Lote 41,9.25,21,194.25
50065,7690,1,Llave Lavatorio Vainsa - Lote 1,30.35,74,2245.9
50066,7690,47,Mezcladora Ducha Italgrif - Lote 47,72.05,64,4611.2
50067,7690,3,"Caño Jardin Bronce 1/2"" - Lote 3",8.49,47,399.03
50068,7690,48,"Caño Jardin Bronce 1/2"" - Lote 48",8.44,60,506.4
50069,7690,26,Sifón Botella - Lote 26,9.14,100,914.0
50070,7691,7,"Tubo PVC Agua 1/2"" - Lote 7",9.56,33,315.48
50071,7691,44,Martillo - Lote 44,13.31,35,465.85
50072,7691,3,"Caño Jardin Bronce 1/2"" - Lote 3",7.83,31,242.73
50073,7691,42,Tubo Abasto - Lote 42,4.9,24,117.6
50074,7691,20,Mezcladora Monocomando - Lote 20,118.14,95,11223.3
50075,7691,13,Hoja Sierra - Lote 13,3.27,91,297.57
50076,7691,31,Llave Lavatorio Vainsa - Lote 31,29.27,46,1346.42
50077,7691,32,Mezcladora Ducha Italgrif - Lote 32,71.58,45,3221.1
50078,7691,23,"Codo PVC 4"" - Lote 23",1.82,28,50.96
50079,7692,41,Sifón Botella - Lote 41,8.39,50,419.5
50080,7692,23,"Codo PVC 4"" - Lote 23",2.37,99,234.63
50081,7692,39,Pegamento PVC Oatey - Lote 39,23.36,23,537.28
50082,7692,6,"Tubo PVC Desague 4"" - Lote 6",15.48,52,804.96
50083,7692,38,"Codo PVC 4"" - Lote 38",2.21,54,119.34
50084,7692,40,Cinta Teflon - Lote 40,1.34,57,76.38
50085,7692,13,Hoja Sierra - Lote 13,3.31,60,198.6
50086,7692,29,Martillo - Lote 29,15.48,30,464.4
50087,7692,49,Llave Angular Cromada - Lote 49,7.36,52,382.72
50088,7693,32,Mezcladora Ducha Italgrif - Lote 32,73.99,63,4661.37
50089,7693,5,Mezcladora Monocomando - Lote 5,111.48,62,6911.76
50090,7693,6,"Tubo PVC Desague 4"" - Lote 6",15.04,44,661.76
50091,7693,42,Tubo Abasto - Lote 42,4.96,66,327.36
50092,7693,38,"Codo PVC 4"" - Lote 38",1.99,84,167.16
50093,7693,15,Guantes - Lote 15,4.21,79,332.59
50094,7693,6,"Tubo PVC Desague 4"" - Lote 6",16.07,100,1607.0
50095,7693,7,"Tubo PVC Agua 1/2"" - Lote 7",7.17,89,638.13
50096,7693,49,Llave Angular Cromada - Lote 49,8.22,93,764.46
50097,7693,49,Llave Angular Cromada - Lote 49,7.95,85,675.75
50098,7694,23,"Codo PVC 4"" - Lote 23",1.75,97,169.75
50099,7694,7,"Tubo PVC Agua 1/2"" - Lote 7",7.19,35,251.65
50100,7694,15,Guantes - Lote 15,4.99,32,159.68
50101,7694,42,Tubo Abasto - Lote 42,4.08,90,367.2
50102,7694,38,"Codo PVC 4"" - Lote 38",1.93,91,175.63
50103,7694,28,Hoja Sierra - Lote 28,3.07,79,242.53
50104,7694,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.81,20,196.2
50105,7695,43,Hoja Sierra - Lote 43,3.27,38,124.26
50106,7695,10,Cinta Teflon - Lote 10,1.3,47,61.1
50107,7695,18,"Caño Jardin Bronce 1/2"" - Lote 18",8.05,21,169.05
50108,7695,17,Mezcladora Ducha Italgrif - Lote 17,66.02,97,6403.94
50109,7695,1,Llave Lavatorio Vainsa - Lote 1,23.44,95,2226.8
50110,7695,45,Guantes - Lote 45,4.01,100,401.0
50111,7695,42,Tubo Abasto - Lote 42,4.56,40,182.4
50112,7695,20,Mezcladora Monocomando - Lote 20,93.47,43,4019.21
50113,7695,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.34,38,392.92
50114,7696,29,Martillo - Lote 29,15.26,96,1464.96
50115,7696,15,Guantes - Lote 15,4.81,79,379.99
50116,7696,7,"Tubo PVC Agua 1/2"" - Lote 7",9.07,83,752.81
50117,7696,46,Llave Lavatorio Vainsa - Lote 46,27.22,57,1551.54
50118,7696,21,"Tubo PVC Desague 4"" - Lote 21",14.78,72,1064.16
50119,7697,5,Mezcladora Monocomando - Lote 5,113.86,95,10816.7
50120,7697,36,"Tubo PVC Desague 4"" - Lote 36",15.85,47,744.95
50121,7697,44,Martillo - Lote 44,13.01,44,572.44
50122,7697,44,Martillo - Lote 44,12.53,24,300.72
50123,7697,42,Tubo Abasto - Lote 42,4.82,21,101.22
50124,7697,13,Hoja Sierra - Lote 13,3.49,52,181.48
50125,7697,13,Hoja Sierra - Lote 13,3.09,78,241.02
50126,7698,31,Llave Lavatorio Vainsa - Lote 31,29.21,66,1927.86
50127,7698,30,Guantes - Lote 30,4.42,28,123.76
50128,7698,5,Mezcladora Monocomando - Lote 5,115.42,88,10156.96
50129,7698,44,Martillo - Lote 44,16.1,55,885.5
50130,7698,48,"Caño Jardin Bronce 1/2"" - Lote 48",9.08,34,308.72
50131,7698,1,Llave Lavatorio Vainsa - Lote 1,27.19,43,1169.17
50132,7698,49,Llave Angular Cromada - Lote 49,6.36,54,343.44
50133,7699,12,Tubo Abasto - Lote 12,4.2,45,189.0
50134,7699,43,Hoja Sierra - Lote 43,2.96,77,227.92
50135,7699,50,Mezcladora Monocomando - Lote 50,120.13,36,4324.68
50136,7700,8,"Codo PVC 4"" - Lote 8",2.39,38,90.82
50137,7700,46,Llave Lavatorio Vainsa - Lote 46,26.49,45,1192.05
50138,7700,46,Llave Lavatorio Vainsa - Lote 46,25.68,74,1900.32
50139,7700,36,"Tubo PVC Desague 4"" - Lote 36",19.2,43,825.6
50140,7700,47,Mezcladora Ducha Italgrif - Lote 47,66.17,77,5095.09
50141,7700,43,Hoja Sierra - Lote 43,3.07,74,227.18
50142,7700,19,Llave Angular Cromada - Lote 19,6.83,47,321.01
50143,7700,37,"Tubo PVC Agua 1/2"" - Lote 37",9.12,62,565.44
50144,7701,17,Mezcladora Ducha Italgrif - Lote 17,74.41,77,5729.57
50145,7701,38,"Codo PVC 4"" - Lote 38",1.98,100,198.0
50146,7701,2,Mezcladora Ducha Italgrif - Lote 2,83.49,86,7180.14
50147,7701,39,Pegamento PVC Oatey - Lote 39,22.95,59,1354.05
50148,7701,29,Martillo - Lote 29,14.96,64,957.44
50149,7702,6,"Tubo PVC Desague 4"" - Lote 6",18.85,89,1677.65
50150,7702,48,"Caño Jardin Bronce 1/2"" - Lote 48",10.43,85,886.55
50151,7702,31,Llave Lavatorio Vainsa - Lote 31,27.55,47,1294.85
50152,7703,45,Guantes - Lote 45,4.88,93,453.84
50153,7703,34,Llave Angular Cromada - Lote 34,7.88,47,370.36
50154,7703,36,"Tubo PVC Desague 4"" - Lote 36",14.48,54,781.92
50155,7704,4,Llave Angular Cromada - Lote 4,8.29,95,787.55
50156,7704,5,Mezcladora Monocomando - Lote 5,112.54,99,11141.46
50157,7704,19,Llave Angular Cromada - Lote 19,6.72,55,369.6
50158,7704,31,Llave Lavatorio Vainsa - Lote 31,23.67,39,923.13
50159,7704,44,Martillo - Lote 44,15.56,41,637.96
50160,7704,47,Mezcladora Ducha Italgrif - Lote 47,73.45,52,3819.4
50161,7704,33,"Caño Jardin Bronce 1/2"" - Lote 33",8.07,90,726.3
50162,7705,41,Sifón Botella - Lote 41,9.19,46,422.74
50163,7705,21,"Tubo PVC Desague 4"" - Lote 21",15.25,20,305.0
50164,7705,29,Martillo - Lote 29,13.49,64,863.36
50165,7705,48,"Caño Jardin Bronce 1/2"" - Lote 48",7.68,60,460.8
50166,7706,2,Mezcladora Ducha Italgrif - Lote 2,61.58,41,2524.78
50167,7706,20,Mezcladora Monocomando - Lote 20,112.01,24,2688.24
50168,7706,44,Martillo - Lote 44,15.75,73,1149.75
50169,7706,34,Llave Angular Cromada - Lote 34,7.73,55,425.15
50170,7706,28,Hoja Sierra - Lote 28,3.29,56,184.24
50171,7707,6,"Tubo PVC Desague 4"" - Lote 6",18.54,20,370.8
50172,7707,16,Llave Lavatorio Vainsa - Lote 16,23.0,89,2047.0
50173,7707,30,Guantes - Lote 30,5.39,44,237.16
50174,7707,1,Llave Lavatorio Vainsa - Lote 1,25.07,41,1027.87
50175,7707,12,Tubo Abasto - Lote 12,4.91,83,407.53
50176,7707,35,Mezcladora Monocomando - Lote 35,116.26,65,7556.9
50177,7707,22,"Tubo PVC Agua 1/2"" - Lote 22",8.28,73,604.44
50178,7707,29,Martillo - Lote 29,15.06,72,1084.32
50179,7708,12,Tubo Abasto - Lote 12,5.21,38,197.98
50180,7708,19,Llave Angular Cromada - Lote 19,7.29,81,590.49
50181,7708,19,Llave Angular Cromada - Lote 19,7.04,54,380.16
50182,7708,37,"Tubo PVC Agua 1/2"" - Lote 37",9.22,70,645.4
50183,7708,15,Guantes - Lote 15,5.44,22,119.68
50184,7708,41,Sifón Botella - Lote 41,9.89,89,880.21
50185,7709,43,Hoja Sierra - Lote 43,2.69,33,88.77
50186,7709,3,"Caño Jardin Bronce 1/2"" - Lote 3",10.28,72,740.16
50187,7709,44,Martillo - Lote 44,13.94,51,710.94
50188,7709,32,Mezcladora Ducha Italgrif - Lote 32,83.95,36,3022.2
50189,7709,46,Llave Lavatorio Vainsa - Lote 46,28.56,41,1170.96
50190,7709,15,Guantes - Lote 15,5.0,64,320.0
50191,7710,26,Sifón Botella - Lote 26,8.48,23,195.04
50192,7710,49,Llave Angular Cromada - Lote 49,7.98,26,207.48
50193,7710,19,Llave Angular Cromada - Lote 19,6.58,60,394.8
50194,7710,30,Guantes - Lote 30,5.44,73,397.12
50195,7710,23,"Codo PVC 4"" - Lote 23",2.18,51,111.18
50196,7710,31,Llave Lavatorio Vainsa - Lote 31,24.5,66,1617.0
50197,7710,41,Sifón Botella - Lote 41,8.57,82,702.74
50198,7711,18,"Caño Jardin Bronce 1/2"" - Lote 18",10.3,70,721.0
50199,7711,47,Mezcladora Ducha Italgrif - Lote 47,76.05,89,6768.45
50200,7711,2,Mezcladora Ducha Italgrif - Lote 2,77.64,44,3416.16
50201,7711,13,Hoja Sierra - Lote 13,2.64,51,134.64
50202,7711,36,"Tubo PVC Desague 4"" - Lote 36",14.12,86,1214.32
50203,7711,15,Guantes - Lote 15,5.21,49,255.29
50204,7711,31,Llave Lavatorio Vainsa - Lote 31,29.03,54,1567.62
50205,7711,9,Pegamento PVC Oatey - Lote 9,23.15,32,740.8
50206,7712,39,Pegamento PVC Oatey - Lote 39,22.82,24,547.68
50207,7712,34,Llave Angular Cromada - Lote 34,6.66,23,153.18
50208,7712,21,"Tubo PVC Desague 4"" - Lote 21",16.21,30,486.3
50209,7713,9,Pegamento PVC Oatey - Lote 9,20.88,36,751.68
50210,7713,36,"Tubo PVC Desague 4"" - Lote 36",18.79,93,1747.47
50211,7713,35,Mezcladora Monocomando - Lote 35,91.33,22,2009.26
50212,7713,33,"Caño Jardin Bronce 1/2"" - Lote 33",9.54,64,610.56
50213,7713,3,"Caño Jardin Bronce 1/2"" - Lote 3",10.3,94,968.2
50214,7713,38,"Codo PVC 4"" - Lote 38",2.28,49,111.72
50215,7713,12,Tubo Abasto - Lote 12,4.39,36,158.04
50216,7713,42,Tubo Abasto - Lote 42,4.1,50,205.0
50217,7714,24,Pegamento PVC Oatey - Lote 24,22.61,51,1153.11
50218,7714,29,Martillo - Lote 29,16.57,29,480.53
50219,7714,39,Pegamento PVC Oatey - Lote 39,23.06,80,1844.8
50220,7714,26,Sifón Botella - Lote 26,9.26,69,638.94
50221,7714,13,Hoja Sierra - Lote 13,2.75,20,55.0
50222,7714,5,Mezcladora Monocomando - Lote 5,95.6,36,3441.6
50223,7714,50,Mezcladora Monocomando - Lote 50,105.27,51,5368.77
50224,7714,12,Tubo Abasto - Lote 12,4.66,92,428.72
50225,7715,35,Mezcladora Monocomando - Lote 35,108.99,52,5667.48
50226,7715,32,Mezcladora Ducha Italgrif - Lote 32,76.32,71,5418.72
50227,7715,8,"Codo PVC 4"" - Lote 8",2.1,51,107.1
