idDetalleVenta,idVenta,idProduc,nomProduc,precioProduc,CantidadProduc,Subtotal
26680,8893,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,1,35.0
26681,8893,25,Cinta Teflon Grande (Modelo 25),2.5,9,22.5
26682,8894,39,Guantes de Seguridad (Modelo 39),8.0,5,40.0
26683,8894,46,Llave Angular Cromada (Modelo 46),12.0,6,72.0
26684,8894,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,8,224.0
26685,8895,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,1,14.0
26686,8895,31,Hoja de Sierra Sandflex (Modelo 31),5.0,2,10.0
26687,8896,25,Cinta Teflon Grande (Modelo 25),2.5,5,12.5
26688,8896,3,"Caño Jardin Bronce 1/2""",15.0,1,15.0
26689,8896,27,Hoja de Sierra Sandflex (Modelo 27),5.0,8,40.0
26690,8897,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,7,196.0
26691,8897,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,10,1200.0
26692,8897,21,Llave Angular Cromada (Modelo 21),12.0,3,36.0
26693,8898,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,9,1620.0
26694,8899,7,"Tubo PVC Agua 1/2"" (5m)",14.0,6,84.0
26695,8899,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,6,84.0
26696,8899,2,Mezcladora Ducha Italgrif,120.0,8,960.0
26697,8900,17,Llave Lavatorio Vainsa (Modelo 17),45.0,5,225.0
26698,8900,37,Tubo de Abasto Aluminio (Modelo 37),8.0,7,56.0
26699,8900,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,4,720.0
26700,8900,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,10,35.0
26701,8901,36,Hoja de Sierra Sandflex (Modelo 36),5.0,2,10.0
26702,8901,37,Tubo de Abasto Aluminio (Modelo 37),8.0,7,56.0
26703,8901,20,Llave Lavatorio Vainsa (Modelo 20),45.0,3,135.0
26704,8902,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,4,140.0
26705,8903,48,Martillo de Uña (Modelo 48),25.0,6,150.0
26706,8903,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,10,280.0
26707,8903,5,Mezcladora Monocomando Cocina,180.0,7,1260.0
26708,8904,46,Llave Angular Cromada (Modelo 46),12.0,3,36.0
26709,8904,10,Cinta Teflon Grande,2.5,7,17.5
26710,8905,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,10,1200.0
26711,8905,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,3,360.0
26712,8905,27,Hoja de Sierra Sandflex (Modelo 27),5.0,7,35.0
26713,8905,9,Pegamento PVC Oatey Azul,35.0,5,175.0
26714,8906,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,9,135.0
26715,8907,44,Tubo de Abasto Aluminio (Modelo 44),8.0,1,8.0
26716,8907,35,Cinta Teflon Grande (Modelo 35),2.5,10,25.0
26717,8907,46,Llave Angular Cromada (Modelo 46),12.0,7,84.0
26718,8907,24,Llave Angular Cromada (Modelo 24),12.0,9,108.0
26719,8907,25,Cinta Teflon Grande (Modelo 25),2.5,2,5.0
26720,8908,10,Cinta Teflon Grande,2.5,2,5.0
26721,8908,45,Llave Lavatorio Vainsa (Modelo 45),45.0,2,90.0
26722,8908,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,4,140.0
26723,8908,44,Tubo de Abasto Aluminio (Modelo 44),8.0,7,56.0
26724,8908,35,Cinta Teflon Grande (Modelo 35),2.5,8,20.0
26725,8909,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,3,84.0
26726,8909,12,Tubo de Abasto Aluminio,8.0,9,72.0
26727,8909,31,Hoja de Sierra Sandflex (Modelo 31),5.0,7,35.0
26728,8910,18,Llave Angular Cromada (Modelo 18),12.0,5,60.0
26729,8910,31,Hoja de Sierra Sandflex (Modelo 31),5.0,2,10.0
26730,8910,35,Cinta Teflon Grande (Modelo 35),2.5,7,17.5
26731,8911,15,Guantes de Seguridad,8.0,10,80.0
26732,8912,35,Cinta Teflon Grande (Modelo 35),2.5,1,2.5
26733,8913,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,4,56.0
26734,8913,21,Llave Angular Cromada (Modelo 21),12.0,6,72.0
26735,8913,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,8,1440.0
26736,8913,7,"Tubo PVC Agua 1/2"" (5m)",14.0,5,70.0
26737,8913,12,Tubo de Abasto Aluminio,8.0,8,64.0
26738,8914,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,10,280.0
26739,8914,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,3,84.0
26740,8915,42,Cinta Teflon Grande (Modelo 42),2.5,10,25.0
26741,8915,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,4,60.0
26742,8915,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,4,60.0
26743,8916,8,"Codo PVC 4"" Desague 90°",3.5,3,10.5
26744,8916,28,Tubo de Abasto Aluminio (Modelo 28),8.0,7,56.0
26745,8916,26,Hoja de Sierra Sandflex (Modelo 26),5.0,3,15.0
26746,8917,21,Llave Angular Cromada (Modelo 21),12.0,7,84.0
26747,8917,27,Hoja de Sierra Sandflex (Modelo 27),5.0,1,5.0
26748,8917,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,10,140.0
26749,8917,1,Llave Lavatorio Vainsa,45.0,3,135.0
26750,8917,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,9,126.0
26751,8918,5,Mezcladora Monocomando Cocina,180.0,2,360.0
26752,8919,2,Mezcladora Ducha Italgrif,120.0,2,240.0
26753,8919,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,1,35.0
26754,8920,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,6,90.0
26755,8921,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,8,120.0
26756,8921,43,Cinta Teflon Grande (Modelo 43),2.5,2,5.0
26757,8922,20,Llave Lavatorio Vainsa (Modelo 20),45.0,6,270.0
26758,8923,31,Hoja de Sierra Sandflex (Modelo 31),5.0,7,35.0
26759,8923,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,7,245.0
26760,8923,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,9,126.0
26761,8923,2,Mezcladora Ducha Italgrif,120.0,10,1200.0
26762,8923,2,Mezcladora Ducha Italgrif,120.0,5,600.0
26763,8924,2,Mezcladora Ducha Italgrif,120.0,6,720.0
26764,8924,46,Llave Angular Cromada (Modelo 46),12.0,2,24.0
26765,8924,48,Martillo de Uña (Modelo 48),25.0,9,225.0
26766,8924,24,Llave Angular Cromada (Modelo 24),12.0,5,60.0
26767,8925,13,Hoja de Sierra Sandflex,5.0,8,40.0
26768,8926,7,"Tubo PVC Agua 1/2"" (5m)",14.0,2,28.0
26769,8926,9,Pegamento PVC Oatey Azul,35.0,3,105.0
26770,8926,14,Martillo de Uña,25.0,2,50.0
26771,8926,20,Llave Lavatorio Vainsa (Modelo 20),45.0,5,225.0
26772,8926,36,Hoja de Sierra Sandflex (Modelo 36),5.0,9,45.0
26773,8927,28,Tubo de Abasto Aluminio (Modelo 28),8.0,9,72.0
26774,8927,3,"Caño Jardin Bronce 1/2""",15.0,3,45.0
26775,8927,39,Guantes de Seguridad (Modelo 39),8.0,6,48.0
26776,8927,24,Llave Angular Cromada (Modelo 24),12.0,5,60.0
26777,8928,46,Llave Angular Cromada (Modelo 46),12.0,10,120.0
26778,8928,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,6,168.0
26779,8928,12,Tubo de Abasto Aluminio,8.0,7,56.0
26780,8928,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,8,280.0
26781,8928,3,"Caño Jardin Bronce 1/2""",15.0,1,15.0
26782,8929,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,5,140.0
26783,8929,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,4,140.0
26784,8930,46,Llave Angular Cromada (Modelo 46),12.0,9,108.0
26785,8931,28,Tubo de Abasto Aluminio (Modelo 28),8.0,1,8.0
26786,8932,44,Tubo de Abasto Aluminio (Modelo 44),8.0,4,32.0
26787,8932,37,Tubo de Abasto Aluminio (Modelo 37),8.0,6,48.0
26788,8932,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,7,840.0
26789,8932,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,4,112.0
26790,8932,25,Cinta Teflon Grande (Modelo 25),2.5,2,5.0
26791,8933,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,1,3.5
26792,8934,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,10,1800.0
26793,8934,44,Tubo de Abasto Aluminio (Modelo 44),8.0,3,24.0
26794,8934,8,"Codo PVC 4"" Desague 90°",3.5,3,10.5
26795,8935,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,9,1080.0
26796,8935,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,7,24.5
26797,8935,3,"Caño Jardin Bronce 1/2""",15.0,1,15.0
26798,8935,45,Llave Lavatorio Vainsa (Modelo 45),45.0,8,360.0
26799,8936,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,2,56.0
26800,8936,24,Llave Angular Cromada (Modelo 24),12.0,6,72.0
26801,8936,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,7,105.0
26802,8937,37,Tubo de Abasto Aluminio (Modelo 37),8.0,5,40.0
26803,8937,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,7,840.0
26804,8938,5,Mezcladora Monocomando Cocina,180.0,5,900.0
26805,8938,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,8,120.0
26806,8938,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,6,84.0
26807,8938,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,1,120.0
26808,8938,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,6,210.0
26809,8939,2,Mezcladora Ducha Italgrif,120.0,10,1200.0
26810,8939,21,Llave Angular Cromada (Modelo 21),12.0,10,120.0
26811,8939,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,1,120.0
26812,8939,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,7,245.0
26813,8939,2,Mezcladora Ducha Italgrif,120.0,4,480.0
26814,8940,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,3,42.0
26815,8940,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,6,720.0
26816,8940,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,2,240.0
26817,8940,4,Llave Angular Cromada,12.0,4,48.0
26818,8941,2,Mezcladora Ducha Italgrif,120.0,9,1080.0
26819,8941,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,1,15.0
26820,8942,11,Sifón Botella Lavatorio PVC,15.0,5,75.0
26821,8943,27,Hoja de Sierra Sandflex (Modelo 27),5.0,10,50.0
26822,8943,48,Martillo de Uña (Modelo 48),25.0,7,175.0
26823,8943,36,Hoja de Sierra Sandflex (Modelo 36),5.0,9,45.0
26824,8943,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,1,28.0
26825,8944,4,Llave Angular Cromada,12.0,9,108.0
26826,8945,1,Llave Lavatorio Vainsa,45.0,8,360.0
26827,8946,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,7,840.0
26828,8946,32,Mezcladora Ducha Italgrif (Modelo 32),120.0,3,360.0
26829,8946,12,Tubo de Abasto Aluminio,8.0,5,40.0
26830,8946,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,9,31.5
26831,8946,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,6,90.0
26832,8947,3,"Caño Jardin Bronce 1/2""",15.0,4,60.0
26833,8947,17,Llave Lavatorio Vainsa (Modelo 17),45.0,4,180.0
26834,8947,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,10,350.0
26835,8947,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,8,224.0
26836,8948,4,Llave Angular Cromada,12.0,4,48.0
26837,8949,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,9,135.0
26838,8950,42,Cinta Teflon Grande (Modelo 42),2.5,5,12.5
26839,8950,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,5,175.0
26840,8951,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,8,280.0
26841,8951,24,Llave Angular Cromada (Modelo 24),12.0,1,12.0
26842,8951,28,Tubo de Abasto Aluminio (Modelo 28),8.0,4,32.0
26843,8951,26,Hoja de Sierra Sandflex (Modelo 26),5.0,9,45.0
26844,8952,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,3,360.0
26845,8952,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,7,98.0
26846,8952,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,4,480.0
26847,8952,25,Cinta Teflon Grande (Modelo 25),2.5,10,25.0
26848,8952,42,Cinta Teflon Grande (Modelo 42),2.5,4,10.0
26849,8953,5,Mezcladora Monocomando Cocina,180.0,6,1080.0
26850,8954,18,Llave Angular Cromada (Modelo 18),12.0,2,24.0
26851,8954,42,Cinta Teflon Grande (Modelo 42),2.5,7,17.5
26852,8954,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,1,35.0
26853,8954,28,Tubo de Abasto Aluminio (Modelo 28),8.0,5,40.0
26854,8955,2,Mezcladora Ducha Italgrif,120.0,6,720.0
26855,8955,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,1,35.0
26856,8956,24,Llave Angular Cromada (Modelo 24),12.0,2,24.0
26857,8956,18,Llave Angular Cromada (Modelo 18),12.0,9,108.0
26858,8956,10,Cinta Teflon Grande,2.5,7,17.5
26859,8956,36,Hoja de Sierra Sandflex (Modelo 36),5.0,3,15.0
26860,8957,27,Hoja de Sierra Sandflex (Modelo 27),5.0,4,20.0
26861,8957,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,4,480.0
26862,8957,3,"Caño Jardin Bronce 1/2""",15.0,1,15.0
26863,8958,18,Llave Angular Cromada (Modelo 18),12.0,2,24.0
26864,8958,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,8,224.0
26865,8959,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,4,140.0
26866,8959,28,Tubo de Abasto Aluminio (Modelo 28),8.0,8,64.0
26867,8959,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,2,28.0
26868,8960,5,Mezcladora Monocomando Cocina,180.0,2,360.0
26869,8960,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,3,45.0
26870,8961,41,Mezcladora Monocomando Cocina (Modelo 41),180.0,3,540.0
26871,8961,28,Tubo de Abasto Aluminio (Modelo 28),8.0,10,80.0
26872,8961,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,7,98.0
26873,8961,1,Llave Lavatorio Vainsa,45.0,10,450.0
26874,8961,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,8,280.0
26875,8962,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,10,1200.0
26876,8962,24,Llave Angular Cromada (Modelo 24),12.0,6,72.0
26877,8963,2,Mezcladora Ducha Italgrif,120.0,4,480.0
26878,8964,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,7,196.0
26879,8964,13,Hoja de Sierra Sandflex,5.0,6,30.0
26880,8964,39,Guantes de Seguridad (Modelo 39),8.0,5,40.0
26881,8964,7,"Tubo PVC Agua 1/2"" (5m)",14.0,3,42.0
26882,8964,15,Guantes de Seguridad,8.0,1,8.0
26883,8965,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,8,112.0
26884,8965,20,Llave Lavatorio Vainsa (Modelo 20),45.0,6,270.0
26885,8965,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,8,112.0
26886,8965,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,8,960.0
26887,8966,17,Llave Lavatorio Vainsa (Modelo 17),45.0,3,135.0
26888,8966,9,Pegamento PVC Oatey Azul,35.0,6,210.0
26889,8966,27,Hoja de Sierra Sandflex (Modelo 27),5.0,4,20.0
26890,8966,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,6,84.0
26891,8967,13,Hoja de Sierra Sandflex,5.0,2,10.0
26892,8968,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,5,140.0
26893,8968,17,Llave Lavatorio Vainsa (Modelo 17),45.0,3,135.0
26894,8968,48,Martillo de Uña (Modelo 48),25.0,4,100.0
26895,8968,35,Cinta Teflon Grande (Modelo 35),2.5,2,5.0
26896,8968,20,Llave Lavatorio Vainsa (Modelo 20),45.0,6,270.0
26897,8969,9,Pegamento PVC Oatey Azul,35.0,8,280.0
26898,8969,46,Llave Angular Cromada (Modelo 46),12.0,5,60.0
26899,8970,28,Tubo de Abasto Aluminio (Modelo 28),8.0,5,40.0
26900,8970,12,Tubo de Abasto Aluminio,8.0,3,24.0
26901,8970,24,Llave Angular Cromada (Modelo 24),12.0,6,72.0
26902,8971,5,Mezcladora Monocomando Cocina,180.0,10,1800.0
26903,8971,12,Tubo de Abasto Aluminio,8.0,1,8.0
26904,8971,31,Hoja de Sierra Sandflex (Modelo 31),5.0,5,25.0
26905,8971,18,Llave Angular Cromada (Modelo 18),12.0,2,24.0
26906,8972,25,Cinta Teflon Grande (Modelo 25),2.5,3,7.5
26907,8972,39,Guantes de Seguridad (Modelo 39),8.0,8,64.0
26908,8972,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,4,56.0
26909,8972,9,Pegamento PVC Oatey Azul,35.0,9,315.0
26910,8972,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,6,210.0
26911,8973,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,3,42.0
26912,8974,28,Tubo de Abasto Aluminio (Modelo 28),8.0,1,8.0
26913,8974,18,Llave Angular Cromada (Modelo 18),12.0,1,12.0
26914,8974,45,Llave Lavatorio Vainsa (Modelo 45),45.0,1,45.0
26915,8974,48,Martillo de Uña (Modelo 48),25.0,10,250.0
26916,8975,35,Cinta Teflon Grande (Modelo 35),2.5,8,20.0
26917,8975,3,"Caño Jardin Bronce 1/2""",15.0,2,30.0
26918,8975,31,Hoja de Sierra Sandflex (Modelo 31),5.0,3,15.0
26919,8975,5,Mezcladora Monocomando Cocina,180.0,6,1080.0
26920,8976,42,Cinta Teflon Grande (Modelo 42),2.5,8,20.0
26921,8976,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,5,70.0
26922,8976,17,Llave Lavatorio Vainsa (Modelo 17),45.0,1,45.0
26923,8977,17,Llave Lavatorio Vainsa (Modelo 17),45.0,4,180.0
26924,8977,42,Cinta Teflon Grande (Modelo 42),2.5,2,5.0
26925,8977,43,Cinta Teflon Grande (Modelo 43),2.5,3,7.5
26926,8978,20,Llave Lavatorio Vainsa (Modelo 20),45.0,10,450.0
26927,8978,12,Tubo de Abasto Aluminio,8.0,4,32.0
26928,8978,10,Cinta Teflon Grande,2.5,8,20.0
26929,8978,11,Sifón Botella Lavatorio PVC,15.0,5,75.0
26930,8979,3,"Caño Jardin Bronce 1/2""",15.0,4,60.0
26931,8979,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,10,140.0
26932,8979,14,Martillo de Uña,25.0,5,125.0
26933,8980,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,10,1200.0
26934,8980,21,Llave Angular Cromada (Modelo 21),12.0,3,36.0
26935,8980,46,Llave Angular Cromada (Modelo 46),12.0,4,48.0
26936,8981,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,8,960.0
26937,8981,31,Hoja de Sierra Sandflex (Modelo 31),5.0,5,25.0
26938,8982,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,8,112.0
26939,8982,5,Mezcladora Monocomando Cocina,180.0,7,1260.0
26940,8982,19,Pegamento PVC Oatey Azul (Modelo 19),35.0,9,315.0
26941,8982,17,Llave Lavatorio Vainsa (Modelo 17),45.0,4,180.0
26942,8983,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,5,175.0
26943,8983,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,7,840.0
26944,8983,9,Pegamento PVC Oatey Azul,35.0,7,245.0
26945,8984,15,Guantes de Seguridad,8.0,9,72.0
26946,8984,24,Llave Angular Cromada (Modelo 24),12.0,6,72.0
26947,8984,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,9,315.0
26948,8985,7,"Tubo PVC Agua 1/2"" (5m)",14.0,9,126.0
26949,8985,37,Tubo de Abasto Aluminio (Modelo 37),8.0,1,8.0
26950,8985,15,Guantes de Seguridad,8.0,5,40.0
26951,8985,31,Hoja de Sierra Sandflex (Modelo 31),5.0,8,40.0
26952,8985,44,Tubo de Abasto Aluminio (Modelo 44),8.0,5,40.0
26953,8986,37,Tubo de Abasto Aluminio (Modelo 37),8.0,6,48.0
26954,8986,36,Hoja de Sierra Sandflex (Modelo 36),5.0,6,30.0
26955,8986,14,Martillo de Uña,25.0,10,250.0
26956,8986,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,2,28.0
26957,8986,8,"Codo PVC 4"" Desague 90°",3.5,2,7.0
26958,8987,14,Martillo de Uña,25.0,3,75.0
26959,8987,48,Martillo de Uña (Modelo 48),25.0,2,50.0
26960,8987,12,Tubo de Abasto Aluminio,8.0,2,16.0
26961,8987,50,"Codo PVC 4"" Desague 90° (Modelo 50)",3.5,7,24.5
26962,8987,7,"Tubo PVC Agua 1/2"" (5m)",14.0,8,112.0
26963,8988,6,"Tubo PVC Desague 4"" Pavco (3m)",28.0,10,280.0
26964,8988,30,"Caño Jardin Bronce 1/2"" (Modelo 30)",15.0,4,60.0
26965,8988,44,Tubo de Abasto Aluminio (Modelo 44),8.0,2,16.0
26966,8989,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,4,112.0
26967,8989,14,Martillo de Uña,25.0,2,50.0
26968,8989,10,Cinta Teflon Grande,2.5,7,17.5
26969,8989,21,Llave Angular Cromada (Modelo 21),12.0,3,36.0
26970,8989,42,Cinta Teflon Grande (Modelo 42),2.5,9,22.5
26971,8990,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,5,140.0
26972,8991,23,Pegamento PVC Oatey Azul (Modelo 23),35.0,5,175.0
26973,8992,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,9,126.0
26974,8992,4,Llave Angular Cromada,12.0,1,12.0
26975,8992,35,Cinta Teflon Grande (Modelo 35),2.5,7,17.5
26976,8993,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,2,56.0
26977,8993,21,Llave Angular Cromada (Modelo 21),12.0,4,48.0
26978,8993,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,4,480.0
26979,8994,16,"Tubo PVC Agua 1/2"" (5m) (Modelo 16)",14.0,4,56.0
26980,8994,40,Mezcladora Ducha Italgrif (Modelo 40),120.0,4,480.0
26981,8995,37,Tubo de Abasto Aluminio (Modelo 37),8.0,6,48.0
26982,8995,18,Llave Angular Cromada (Modelo 18),12.0,10,120.0
26983,8995,44,Tubo de Abasto Aluminio (Modelo 44),8.0,5,40.0
26984,8995,28,Tubo de Abasto Aluminio (Modelo 28),8.0,6,48.0
26985,8996,20,Llave Lavatorio Vainsa (Modelo 20),45.0,9,405.0
26986,8996,36,Hoja de Sierra Sandflex (Modelo 36),5.0,9,45.0
26987,8996,24,Llave Angular Cromada (Modelo 24),12.0,1,12.0
26988,8997,24,Llave Angular Cromada (Modelo 24),12.0,8,96.0
26989,8997,39,Guantes de Seguridad (Modelo 39),8.0,2,16.0
26990,8998,44,Tubo de Abasto Aluminio (Modelo 44),8.0,1,8.0
26991,8998,31,Hoja de Sierra Sandflex (Modelo 31),5.0,8,40.0
26992,8998,11,Sifón Botella Lavatorio PVC,15.0,7,105.0
26993,8998,39,Guantes de Seguridad (Modelo 39),8.0,3,24.0
26994,8998,24,Llave Angular Cromada (Modelo 24),12.0,3,36.0
26995,8999,39,Guantes de Seguridad (Modelo 39),8.0,10,80.0
26996,9000,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,3,84.0
26997,9000,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,1,15.0
26998,9001,9,Pegamento PVC Oatey Azul,35.0,1,35.0
26999,9002,3,"Caño Jardin Bronce 1/2""",15.0,8,120.0
27000,9002,24,Llave Angular Cromada (Modelo 24),12.0,9,108.0
27001,9002,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,3,42.0
27002,9003,9,Pegamento PVC Oatey Azul,35.0,5,175.0
27003,9003,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,6,84.0
27004,9003,38,Pegamento PVC Oatey Azul (Modelo 38),35.0,10,350.0
27005,9003,15,Guantes de Seguridad,8.0,2,16.0
27006,9004,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,8,112.0
27007,9004,33,"Tubo PVC Agua 1/2"" (5m) (Modelo 33)",14.0,8,112.0
27008,9004,14,Martillo de Uña,25.0,5,125.0
27009,9005,35,Cinta Teflon Grande (Modelo 35),2.5,7,17.5
27010,9005,31,Hoja de Sierra Sandflex (Modelo 31),5.0,7,35.0
27011,9006,44,Tubo de Abasto Aluminio (Modelo 44),8.0,4,32.0
27012,9007,29,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 29)",28.0,10,280.0
27013,9007,26,Hoja de Sierra Sandflex (Modelo 26),5.0,8,40.0
27014,9008,13,Hoja de Sierra Sandflex,5.0,7,35.0
27015,9009,37,Tubo de Abasto Aluminio (Modelo 37),8.0,10,80.0
27016,9009,17,Llave Lavatorio Vainsa (Modelo 17),45.0,7,315.0
27017,9009,48,Martillo de Uña (Modelo 48),25.0,6,150.0
27018,9009,3,"Caño Jardin Bronce 1/2""",15.0,2,30.0
27019,9009,12,Tubo de Abasto Aluminio,8.0,4,32.0
27020,9010,10,Cinta Teflon Grande,2.5,3,7.5
27021,9010,13,Hoja de Sierra Sandflex,5.0,10,50.0
27022,9010,18,Llave Angular Cromada (Modelo 18),12.0,10,120.0
27023,9010,48,Martillo de Uña (Modelo 48),25.0,8,200.0
27024,9010,3,"Caño Jardin Bronce 1/2""",15.0,9,135.0
27025,9011,28,Tubo de Abasto Aluminio (Modelo 28),8.0,3,24.0
27026,9012,24,Llave Angular Cromada (Modelo 24),12.0,4,48.0
27027,9012,26,Hoja de Sierra Sandflex (Modelo 26),5.0,5,25.0
27028,9012,20,Llave Lavatorio Vainsa (Modelo 20),45.0,2,90.0
27029,9012,18,Llave Angular Cromada (Modelo 18),12.0,9,108.0
27030,9012,31,Hoja de Sierra Sandflex (Modelo 31),5.0,8,40.0
27031,9013,22,Sifón Botella Lavatorio PVC (Modelo 22),15.0,10,150.0
27032,9013,47,Mezcladora Ducha Italgrif (Modelo 47),120.0,10,1200.0
27033,9013,18,Llave Angular Cromada (Modelo 18),12.0,2,24.0
27034,9014,49,"Tubo PVC Agua 1/2"" (5m) (Modelo 49)",14.0,1,14.0
27035,9014,35,Cinta Teflon Grande (Modelo 35),2.5,10,25.0
27036,9014,34,"Tubo PVC Desague 4"" Pavco (3m) (Modelo 34)",28.0,9,252.0
27037,9014,46,Llave Angular Cromada (Modelo 46),12.0,1,12.0
