idCompra,Fecha_Compra,nombreProveedor,Total
COMP-8392,2024-04-19,Proveedor 469,1465.09
COMP-8393,2023-03-02,Proveedor 169,1991.76
COMP-8394,2025-10-30,Proveedor 347,1584.37
COMP-8395,2023-04-24,Proveedor 191,4479.51
COMP-8396,2025-03-15,Proveedor 245,2837.93
COMP-8397,2024-02-19,Proveedor 278,2044.3
COMP-8398,2025-04-01,Proveedor 331,889.91
COMP-8399,2024-05-17,Proveedor 427,3384.01
COMP-8400,2024-05-14,Proveedor 247,3736.39
COMP-8401,2023-09-24,Proveedor 398,3677.71
COMP-8402,2025-06-12,Proveedor 338,346.51
COMP-8403,2025-06-27,Proveedor 65,412.57
COMP-8404,2025-06-12,Proveedor 50,4785.98
COMP-8405,2023-11-01,Proveedor 195,1391.79
COMP-8406,2024-09-02,Proveedor 323,3590.43
COMP-8407,2025-01-28,Proveedor 241,2217.83
COMP-8408,2023-03-26,Proveedor 377,831.93
COMP-8409,2025-08-27,Proveedor 157,928.78
COMP-8410,2023-08-05,Proveedor 241,2656.46
COMP-8411,2023-11-15,Proveedor 492,1198.3
COMP-8412,2023-09-02,Proveedor 327,1439.1
COMP-8413,2023-12-12,Proveedor 34,2397.16
COMP-8414,2023-04-15,Proveedor 406,144.41
COMP-8415,2025-05-01,Proveedor 355,1404.08
COMP-8416,2025-01-11,Proveedor 313,1837.07
COMP-8417,2023-04-24,Proveedor 338,1045.85
COMP-8418,2023-12-21,Proveedor 389,4454.28
COMP-8419,2025-05-21,Proveedor 104,300.54
COMP-8420,2024-06-30,Proveedor 459,2049.06
COMP-8421,2025-07-11,Proveedor 358,1329.57
COMP-8422,2023-01-18,Proveedor 307,783.23
COMP-8423,2023-05-17,Proveedor 468,3087.45
COMP-8424,2025-07-02,Proveedor 225,4749.0
COMP-8425,2024-07-21,Proveedor 84,3348.4
COMP-8426,2025-07-14,Proveedor 384,3623.63
COMP-8427,2023-02-27,Proveedor 246,3055.06
COMP-8428,2025-06-14,Proveedor 24,4923.33
COMP-8429,2025-08-18,Proveedor 437,823.69
COMP-8430,2023-07-12,Proveedor 65,55.21
COMP-8431,2023-01-17,Proveedor 97,3916.48
COMP-8432,2023-02-28,Proveedor 197,1179.47
COMP-8433,2024-10-25,Proveedor 180,4660.29
COMP-8434,2025-01-24,Proveedor 438,2264.86
COMP-8435,2024-02-15,Proveedor 63,567.91
COMP-8436,2023-02-09,Proveedor 236,1240.21
COMP-8437,2024-02-26,Proveedor 170,2189.97
COMP-8438,2024-08-15,Proveedor 140,4780.28
COMP-8439,2024-11-08,Proveedor 405,356.69
COMP-8440,2025-03-06,Proveedor 139,1629.06
COMP-8441,2025-10-08,Proveedor 389,617.28
COMP-8442,2025-07-02,Proveedor 204,3618.24
COMP-8443,2023-10-12,Proveedor 319,1120.03
COMP-8444,2024-09-01,Proveedor 218,4287.82
COMP-8445,2023-06-12,Proveedor 294,1737.46
COMP-8446,2023-10-13,Proveedor 25,2909.07
COMP-8447,2023-04-11,Proveedor 96,4713.5
COMP-8448,2024-03-26,Proveedor 446,4513.22
COMP-8449,2023-03-09,Proveedor 172,3435.48
COMP-8450,2023-03-15,Proveedor 86,2543.12
COMP-8451,2024-12-12,Proveedor 330,357.65
COMP-8452,2023-03-18,Proveedor 226,4523.83
COMP-8453,2025-08-09,Proveedor 278,3394.14
COMP-8454,2025-07-03,Proveedor 93,1706.98
COMP-8455,2025-08-27,Proveedor 89,4496.33
COMP-8456,2024-02-23,Proveedor 70,2419.13
COMP-8457,2025-01-25,Proveedor 292,2751.33
COMP-8458,2025-05-03,Proveedor 257,347.84
COMP-8459,2024-03-24,Proveedor 31,3477.29
COMP-8460,2024-01-03,Proveedor 42,2600.58
COMP-8461,2024-06-25,Proveedor 256,3521.79
COMP-8462,2023-12-08,Proveedor 364,4298.88
COMP-8463,2023-12-29,Proveedor 291,733.99
COMP-8464,2024-05-13,Proveedor 223,3583.75
COMP-8465,2023-02-01,Proveedor 291,232.4
COMP-8466,2023-06-25,Proveedor 334,2770.67
COMP-8467,2024-12-22,Proveedor 78,4190.71
COMP-8468,2024-09-09,Proveedor 136,787.51
COMP-8469,2025-05-26,Proveedor 284,2358.31
COMP-8470,2023-12-30,Proveedor 389,3013.82
COMP-8471,2024-07-03,Proveedor 391,4902.5
COMP-8472,2023-01-07,Proveedor 392,4210.82
COMP-8473,2025-01-09,Proveedor 290,1393.69
COMP-8474,2023-03-23,Proveedor 320,1354.97
COMP-8475,2025-07-29,Proveedor 292,2807.42
COMP-8476,2023-10-19,Proveedor 152,4656.44
COMP-8477,2024-01-09,Proveedor 96,1895.55
COMP-8478,2023-12-21,Proveedor 186,3635.18
COMP-8479,2024-01-11,Proveedor 112,2860.19
COMP-8480,2025-06-16,Proveedor 261,1543.41
COMP-8481,2024-09-24,Proveedor 483,983.32
COMP-8482,2025-08-15,Proveedor 228,3052.6
COMP-8483,2023-02-17,Proveedor 11,245.91
COMP-8484,2025-02-22,Proveedor 296,1713.91
COMP-8485,2024-08-06,Proveedor 128,4917.98
COMP-8486,2023-03-14,Proveedor 243,1948.07
COMP-8487,2023-06-18,Proveedor 162,3387.41
COMP-8488,2023-01-09,Proveedor 79,3493.85
COMP-8489,2023-09-11,Proveedor 59,2368.43
COMP-8490,2025-06-14,Proveedor 344,4020.32
COMP-8491,2023-07-26,Proveedor 299,856.54
COMP-8492,2024-12-31,Proveedor 463,851.31
COMP-8493,2024-08-07,Proveedor 344,705.47
COMP-8494,2025-08-11,Proveedor 425,4251.1
COMP-8495,2024-04-07,Proveedor 366,3812.48
COMP-8496,2025-01-31,Proveedor 184,3505.78
COMP-8497,2023-09-13,Proveedor 59,4406.91
COMP-8498,2023-02-08,Proveedor 237,487.84
COMP-8499,2025-02-02,Proveedor 481,4461.64
COMP-8500,2025-09-30,Proveedor 446,2477.51
COMP-8501,2025-10-06,Proveedor 129,2022.69
COMP-8502,2023-09-27,Proveedor 299,983.89
COMP-8503,2024-09-25,Proveedor 79,1653.74
COMP-8504,2025-03-15,Proveedor 309,3346.1
COMP-8505,2023-05-02,Proveedor 244,3983.9
COMP-8506,2023-07-22,Proveedor 175,4619.28
COMP-8507,2024-05-20,Proveedor 379,4539.99
COMP-8508,2024-09-12,Proveedor 338,2040.03
COMP-8509,2025-04-28,Proveedor 491,1974.88
COMP-8510,2023-05-25,Proveedor 280,2133.65
COMP-8511,2025-02-06,Proveedor 19,2547.38
COMP-8512,2025-04-29,Proveedor 304,1449.62
COMP-8513,2023-07-21,Proveedor 2,1589.05
COMP-8514,2023-04-21,Proveedor 144,1899.46
COMP-8515,2025-09-22,Proveedor 423,583.94
COMP-8516,2025-03-12,Proveedor 237,1146.81
COMP-8517,2024-04-25,Proveedor 220,4751.51
COMP-8518,2023-09-12,Proveedor 379,4027.42
COMP-8519,2024-09-06,Proveedor 392,2947.88
COMP-8520,2025-03-31,Proveedor 92,4719.89
COMP-8521,2023-10-27,Proveedor 3,4020.57
COMP-8522,2024-11-04,Proveedor 104,3535.25
COMP-8523,2024-08-14,Proveedor 86,292.3
COMP-8524,2023-03-24,Proveedor 381,2371.84
COMP-8525,2023-01-22,Proveedor 54,438.93
COMP-8526,2023-05-28,Proveedor 183,1545.01
COMP-8527,2023-12-17,Proveedor 143,1823.64
COMP-8528,2025-02-07,Proveedor 480,1647.32
COMP-8529,2023-09-25,Proveedor 1,4465.12
COMP-8530,2025-02-24,Proveedor 202,4089.7
COMP-8531,2024-07-03,Proveedor 264,2100.53
COMP-8532,2023-11-13,Proveedor 217,2726.78
COMP-8533,2025-06-22,Proveedor 279,2758.25
COMP-8534,2024-06-29,Proveedor 151,4979.76
COMP-8535,2024-05-18,Proveedor 276,4555.33
COMP-8536,2025-09-20,Proveedor 328,4980.36
COMP-8537,2023-03-19,Proveedor 35,217.96
COMP-8538,2024-09-29,Proveedor 433,2252.75
COMP-8539,2025-10-26,Proveedor 433,3557.79
COMP-8540,2024-03-18,Proveedor 58,3522.46
COMP-8541,2023-06-03,Proveedor 57,2743.12
COMP-8542,2023-04-09,Proveedor 88,709.42
COMP-8543,2025-09-06,Proveedor 348,4865.67
COMP-8544,2023-12-08,Proveedor 149,165.76
COMP-8545,2023-11-10,Proveedor 340,4511.36
COMP-8546,2023-10-24,Proveedor 252,2691.95
COMP-8547,2023-08-18,Proveedor 77,2970.1
COMP-8548,2023-07-17,Proveedor 5,2060.78
COMP-8549,2025-08-30,Proveedor 10,1023.44
COMP-8550,2024-04-17,Proveedor 495,1120.38
COMP-8551,2024-10-27,Proveedor 362,3433.5
COMP-8552,2024-08-13,Proveedor 212,4093.2
COMP-8553,2023-01-31,Proveedor 216,4563.4
COMP-8554,2024-02-23,Proveedor 144,2163.56
COMP-8555,2024-05-06,Proveedor 25,4643.08
COMP-8556,2024-10-15,Proveedor 276,2905.44
COMP-8557,2024-04-21,Proveedor 168,1781.68
COMP-8558,2025-09-15,Proveedor 264,4657.42
COMP-8559,2023-12-26,Proveedor 297,3707.3
COMP-8560,2023-09-27,Proveedor 344,3336.67
COMP-8561,2024-06-06,Proveedor 186,231.45
COMP-8562,2025-10-26,Proveedor 354,1735.39
COMP-8563,2024-11-07,Proveedor 163,3028.97
COMP-8564,2023-11-13,Proveedor 304,2174.77
COMP-8565,2025-04-21,Proveedor 330,1979.46
COMP-8566,2024-02-14,Proveedor 499,1821.05
COMP-8567,2023-08-21,Proveedor 142,1904.83
COMP-8568,2024-07-17,Proveedor 447,4036.79
COMP-8569,2024-01-05,Proveedor 48,406.89
COMP-8570,2025-04-28,Proveedor 463,297.96
COMP-8571,2023-03-29,Proveedor 178,2545.77
COMP-8572,2023-10-10,Proveedor 120,3324.54
COMP-8573,2024-03-22,Proveedor 225,3739.31
COMP-8574,2024-01-18,Proveedor 180,3535.96
COMP-8575,2023-08-15,Proveedor 211,3698.61
COMP-8576,2023-03-06,Proveedor 361,2858.8
COMP-8577,2024-04-16,Proveedor 248,4816.21
COMP-8578,2023-07-13,Proveedor 400,897.28
COMP-8579,2024-06-25,Proveedor 270,1973.84
COMP-8580,2024-08-27,Proveedor 428,2442.38
COMP-8581,2023-10-09,Proveedor 210,3375.31
COMP-8582,2025-07-18,Proveedor 477,889.01
COMP-8583,2023-06-04,Proveedor 451,2752.6
COMP-8584,2024-12-16,Proveedor 353,3709.31
COMP-8585,2025-10-18,Proveedor 206,1848.52
COMP-8586,2023-04-19,Proveedor 305,1802.7
COMP-8587,2024-07-24,Proveedor 154,2680.17
COMP-8588,2024-08-25,Proveedor 372,4143.57
COMP-8589,2025-05-22,Proveedor 487,4510.32
COMP-8590,2025-09-26,Proveedor 322,1665.13
COMP-8591,2025-04-12,Proveedor 334,1506.75
COMP-8592,2024-12-01,Proveedor 54,2334.03
COMP-8593,2025-02-02,Proveedor 108,4844.45
COMP-8594,2023-05-08,Proveedor 364,272.92
COMP-8595,2023-09-27,Proveedor 204,4237.72
COMP-8596,2025-03-16,Proveedor 74,1057.34
COMP-8597,2025-03-25,Proveedor 137,4049.75
COMP-8598,2023-03-05,Proveedor 160,192.57
COMP-8599,2023-10-03,Proveedor 152,4974.76
COMP-8600,2024-11-18,Proveedor 377,3380.42
COMP-8601,2023-07-11,Proveedor 428,1646.96
COMP-8602,2023-04-08,Proveedor 241,2558.4
COMP-8603,2023-04-20,Proveedor 278,732.53
COMP-8604,2023-07-04,Proveedor 269,511.2
COMP-8605,2023-12-07,Proveedor 407,1912.9
COMP-8606,2024-10-12,Proveedor 375,1674.66
COMP-8607,2024-08-25,Proveedor 54,3671.35
COMP-8608,2024-06-18,Proveedor 417,4743.18
COMP-8609,2023-07-30,Proveedor 76,4501.91
COMP-8610,2025-06-28,Proveedor 196,3623.89
COMP-8611,2024-05-23,Proveedor 341,1195.74
COMP-8612,2024-04-12,Proveedor 110,1506.21
COMP-8613,2025-08-09,Proveedor 312,1628.53
COMP-8614,2025-08-31,Proveedor 290,685.69
COMP-8615,2023-07-24,Proveedor 475,861.16
COMP-8616,2024-08-07,Proveedor 106,838.35
COMP-8617,2024-05-24,Proveedor 246,3380.19
COMP-8618,2023-05-12,Proveedor 56,4624.66
COMP-8619,2025-10-10,Proveedor 31,307.89
COMP-8620,2023-12-28,Proveedor 45,1975.23
COMP-8621,2024-07-11,Proveedor 297,3767.99
COMP-8622,2024-06-20,Proveedor 144,4683.29
COMP-8623,2025-05-08,Proveedor 220,1984.52
COMP-8624,2023-06-30,Proveedor 318,1471.69
COMP-8625,2024-12-06,Proveedor 353,3098.16
COMP-8626,2024-01-24,Proveedor 258,3554.34
COMP-8627,2024-05-15,Proveedor 434,2014.4
COMP-8628,2024-09-25,Proveedor 116,4775.69
COMP-8629,2023-10-01,Proveedor 456,338.66
COMP-8630,2023-07-03,Proveedor 445,1033.48
COMP-8631,2023-01-24,Proveedor 118,4953.47
COMP-8632,2025-10-10,Proveedor 447,3312.34
COMP-8633,2025-06-06,Proveedor 97,4593.17
COMP-8634,2025-08-21,Proveedor 130,1555.77
COMP-8635,2023-02-27,Proveedor 331,101.93
COMP-8636,2023-07-29,Proveedor 479,549.94
COMP-8637,2024-06-26,Proveedor 431,3199.33
COMP-8638,2024-02-15,Proveedor 363,4552.62
COMP-8639,2024-11-29,Proveedor 128,457.56
COMP-8640,2025-04-12,Proveedor 256,2038.4
COMP-8641,2024-06-04,Proveedor 195,583.43
COMP-8642,2025-10-31,Proveedor 219,164.05
COMP-8643,2023-10-25,Proveedor 340,328.42
COMP-8644,2024-01-24,Proveedor 69,180.76
COMP-8645,2025-05-05,Proveedor 160,4657.2
COMP-8646,2025-07-30,Proveedor 242,4844.42
COMP-8647,2025-09-23,Proveedor 220,557.21
COMP-8648,2024-06-02,Proveedor 151,2894.14
COMP-8649,2025-08-11,Proveedor 290,1852.76
COMP-8650,2023-03-29,Proveedor 257,1725.85
COMP-8651,2023-05-13,Proveedor 146,4024.35
COMP-8652,2024-01-13,Proveedor 308,3772.81
COMP-8653,2023-09-05,Proveedor 294,2324.47
COMP-8654,2024-06-04,Proveedor 473,855.15
COMP-8655,2025-01-10,Proveedor 212,4551.93
COMP-8656,2023-10-11,Proveedor 489,502.45
COMP-8657,2024-09-02,Proveedor 54,3638.6
COMP-8658,2023-02-15,Proveedor 99,1889.76
COMP-8659,2023-08-09,Proveedor 392,3586.53
COMP-8660,2023-11-14,Proveedor 44,4639.0
COMP-8661,2025-08-12,Proveedor 31,723.67
COMP-8662,2025-09-14,Proveedor 195,1563.11
COMP-8663,2024-01-18,Proveedor 331,1366.66
COMP-8664,2024-12-25,Proveedor 500,4266.96
COMP-8665,2025-05-07,Proveedor 101,4229.95
COMP-8666,2024-01-18,Proveedor 259,446.5
COMP-8667,2023-09-23,Proveedor 222,1757.84
COMP-8668,2024-03-23,Proveedor 95,1274.71
COMP-8669,2023-12-31,Proveedor 193,2265.25
COMP-8670,2024-08-31,Proveedor 131,4748.68
COMP-8671,2025-02-17,Proveedor 1,452.39
COMP-8672,2023-02-01,Proveedor 328,58.77
COMP-8673,2025-01-14,Proveedor 279,3712.4
COMP-8674,2024-08-11,Proveedor 297,954.04
COMP-8675,2024-12-07,Proveedor 308,1674.4
COMP-8676,2025-07-05,Proveedor 443,3278.71
COMP-8677,2023-06-10,Proveedor 292,4152.49
COMP-8678,2023-07-24,Proveedor 163,907.81
COMP-8679,2023-08-09,Proveedor 367,1179.45
COMP-8680,2024-10-27,Proveedor 497,451.43
COMP-8681,2024-10-17,Proveedor 483,815.5
COMP-8682,2025-05-26,Proveedor 74,4452.05
COMP-8683,2023-08-28,Proveedor 38,25.02
COMP-8684,2023-07-11,Proveedor 280,4519.44
COMP-8685,2023-08-27,Proveedor 7,3321.64
COMP-8686,2023-08-30,Proveedor 209,3811.24
COMP-8687,2025-07-06,Proveedor 286,974.85
COMP-8688,2023-08-25,Proveedor 183,4284.14
COMP-8689,2023-09-18,Proveedor 454,748.22
COMP-8690,2024-01-28,Proveedor 281,2855.99
COMP-8691,2023-07-08,Proveedor 402,1778.03
COMP-8692,2025-08-28,Proveedor 35,2980.71
COMP-8693,2025-08-07,Proveedor 92,2212.36
COMP-8694,2024-01-16,Proveedor 35,1514.53
COMP-8695,2023-05-28,Proveedor 490,1941.91
COMP-8696,2024-04-11,Proveedor 141,944.24
COMP-8697,2024-11-20,Proveedor 88,312.7
COMP-8698,2024-01-19,Proveedor 127,39.99
COMP-8699,2023-04-20,Proveedor 479,192.84
COMP-8700,2023-09-24,Proveedor 53,3217.16
COMP-8701,2025-04-03,Proveedor 295,3737.09
COMP-8702,2023-04-13,Proveedor 188,1704.88
COMP-8703,2024-12-19,Proveedor 483,2786.18
COMP-8704,2023-07-21,Proveedor 339,2675.65
COMP-8705,2024-09-23,Proveedor 252,2853.09
COMP-8706,2025-03-06,Proveedor 190,1855.75
COMP-8707,2023-11-20,Proveedor 37,2188.11
COMP-8708,2024-03-21,Proveedor 260,290.11
COMP-8709,2023-07-30,Proveedor 48,2448.29
COMP-8710,2023-03-22,Proveedor 72,4736.21
COMP-8711,2024-02-02,Proveedor 184,2303.96
COMP-8712,2023-05-21,Proveedor 315,3042.0
COMP-8713,2023-02-04,Proveedor 349,4320.89
COMP-8714,2025-02-23,Proveedor 330,1386.08
COMP-8715,2023-07-26,Proveedor 101,4367.25
COMP-8716,2024-12-23,Proveedor 102,92.73
COMP-8717,2024-04-22,Proveedor 112,4030.62
COMP-8718,2023-04-01,Proveedor 140,3276.39
COMP-8719,2024-08-24,Proveedor 169,4154.82
COMP-8720,2024-06-28,Proveedor 305,673.32
COMP-8721,2023-05-04,Proveedor 439,1565.03
COMP-8722,2025-10-13,Proveedor 330,1426.74
COMP-8723,2023-07-08,Proveedor 301,1739.21
COMP-8724,2025-03-16,Proveedor 138,427.71
COMP-8725,2025-02-13,Proveedor 414,3183.77
COMP-8726,2023-08-30,Proveedor 273,2606.71
COMP-8727,2024-03-12,Proveedor 252,4083.1
COMP-8728,2023-05-31,Proveedor 371,2392.91
COMP-8729,2024-06-22,Proveedor 410,4919.29
COMP-8730,2025-08-04,Proveedor 146,1671.08
COMP-8731,2023-09-13,Proveedor 128,4142.95
COMP-8732,2024-06-05,Proveedor 413,4298.18
COMP-8733,2025-08-04,Proveedor 67,565.85
COMP-8734,2025-05-29,Proveedor 281,2507.44
COMP-8735,2025-09-30,Proveedor 127,4503.95
COMP-8736,2023-11-09,Proveedor 267,4566.25
COMP-8737,2025-05-25,Proveedor 257,4772.34
COMP-8738,2024-02-01,Proveedor 190,664.85
COMP-8739,2025-05-01,Proveedor 189,827.32
COMP-8740,2023-11-08,Proveedor 145,2320.66
COMP-8741,2024-05-31,Proveedor 430,1116.35
COMP-8742,2023-10-11,Proveedor 10,3724.11
COMP-8743,2025-07-19,Proveedor 324,168.56
COMP-8744,2025-08-10,Proveedor 353,4275.96
COMP-8745,2023-02-15,Proveedor 474,3473.34
COMP-8746,2024-10-19,Proveedor 15,2912.59
COMP-8747,2023-09-03,Proveedor 280,1574.07
COMP-8748,2025-02-10,Proveedor 483,221.53
COMP-8749,2024-05-29,Proveedor 128,4036.61
COMP-8750,2024-02-21,Proveedor 430,3576.82
COMP-8751,2023-10-14,Proveedor 186,2918.57
COMP-8752,2024-04-22,Proveedor 134,2931.46
COMP-8753,2025-01-18,Proveedor 192,1832.91
COMP-8754,2023-12-09,Proveedor 351,1828.38
COMP-8755,2023-02-18,Proveedor 266,423.45
COMP-8756,2024-08-27,Proveedor 52,3189.07
COMP-8757,2024-12-20,Proveedor 286,220.65
COMP-8758,2025-06-06,Proveedor 270,139.18
COMP-8759,2023-08-30,Proveedor 34,3840.25
COMP-8760,2023-07-21,Proveedor 42,3596.77
COMP-8761,2024-05-24,Proveedor 433,1494.94
COMP-8762,2025-08-27,Proveedor 31,549.56
COMP-8763,2023-08-23,Proveedor 421,4565.08
COMP-8764,2025-05-22,Proveedor 27,4563.57
COMP-8765,2023-03-14,Proveedor 147,4608.72
COMP-8766,2025-05-14,Proveedor 186,754.92
COMP-8767,2023-05-11,Proveedor 449,4087.71
COMP-8768,2023-01-26,Proveedor 125,4604.11
COMP-8769,2023-04-07,Proveedor 14,4010.09
COMP-8770,2024-08-18,Proveedor 363,4373.36
COMP-8771,2024-10-02,Proveedor 277,2105.22
COMP-8772,2023-09-17,Proveedor 211,4807.04
COMP-8773,2023-05-12,Proveedor 371,1494.49
COMP-8774,2024-10-28,Proveedor 34,1265.02
COMP-8775,2025-03-05,Proveedor 12,4728.65
COMP-8776,2025-05-16,Proveedor 118,4696.18
COMP-8777,2024-09-14,Proveedor 113,4914.71
COMP-8778,2024-12-10,Proveedor 417,2287.34
COMP-8779,2025-03-27,Proveedor 318,2485.9
COMP-8780,2025-03-09,Proveedor 199,303.13
COMP-8781,2023-08-23,Proveedor 156,3425.35
COMP-8782,2024-12-14,Proveedor 45,2106.65
COMP-8783,2023-12-15,Proveedor 480,2936.65
COMP-8784,2025-07-13,Proveedor 125,1740.32
COMP-8785,2023-12-22,Proveedor 409,3908.03
COMP-8786,2024-08-08,Proveedor 219,2226.76
COMP-8787,2023-01-21,Proveedor 268,4602.51
COMP-8788,2023-09-25,Proveedor 125,974.03
COMP-8789,2024-01-13,Proveedor 289,4067.21
COMP-8790,2025-04-26,Proveedor 48,3895.02
COMP-8791,2025-01-12,Proveedor 15,4182.85
COMP-8792,2023-04-15,Proveedor 29,4005.72
COMP-8793,2023-09-26,Proveedor 307,3458.98
COMP-8794,2025-09-09,Proveedor 171,2065.62
COMP-8795,2024-07-22,Proveedor 301,4091.71
COMP-8796,2023-01-19,Proveedor 376,233.65
COMP-8797,2025-10-31,Proveedor 156,4035.78
COMP-8798,2023-02-18,Proveedor 349,603.02
COMP-8799,2024-09-12,Proveedor 192,1857.67
COMP-8800,2023-08-31,Proveedor 34,3350.91
COMP-8801,2023-04-02,Proveedor 324,4195.99
COMP-8802,2023-03-31,Proveedor 300,1945.74
COMP-8803,2025-05-05,Proveedor 187,2213.49
COMP-8804,2024-09-11,Proveedor 139,2652.32
COMP-8805,2023-08-02,Proveedor 448,4824.68
COMP-8806,2024-09-26,Proveedor 223,1241.4
COMP-8807,2025-09-18,Proveedor 257,4886.34
COMP-8808,2025-08-04,Proveedor 343,1059.63
COMP-8809,2023-07-22,Proveedor 360,4042.2
COMP-8810,2023-09-14,Proveedor 48,4013.43
COMP-8811,2024-05-14,Proveedor 434,1039.66
COMP-8812,2025-08-25,Proveedor 57,2509.61
COMP-8813,2024-10-31,Proveedor 478,2780.83
COMP-8814,2024-07-16,Proveedor 227,3065.3
COMP-8815,2023-05-08,Proveedor 48,3534.05
COMP-8816,2023-11-09,Proveedor 157,1444.91
COMP-8817,2023-08-12,Proveedor 228,4628.67
COMP-8818,2023-06-15,Proveedor 369,1845.99
COMP-8819,2023-06-28,Proveedor 176,662.73
COMP-8820,2025-08-27,Proveedor 289,907.41
COMP-8821,2024-09-06,Proveedor 160,692.66
COMP-8822,2025-10-07,Proveedor 260,1375.42
COMP-8823,2023-07-27,Proveedor 22,2891.76
COMP-8824,2023-06-12,Proveedor 82,2976.14
COMP-8825,2024-07-13,Proveedor 95,119.77
COMP-8826,2024-11-29,Proveedor 79,2109.32
COMP-8827,2024-02-11,Proveedor 499,4177.52
COMP-8828,2023-06-28,Proveedor 316,581.01
COMP-8829,2025-06-17,Proveedor 155,2940.47
COMP-8830,2023-06-22,Proveedor 229,459.3
COMP-8831,2025-08-05,Proveedor 412,4198.34
COMP-8832,2023-01-16,Proveedor 273,2443.29
COMP-8833,2024-08-14,Proveedor 244,123.31
COMP-8834,2025-10-12,Proveedor 487,4076.16
COMP-8835,2024-10-25,Proveedor 388,4000.18
COMP-8836,2023-10-29,Proveedor 417,2418.55
COMP-8837,2024-05-12,Proveedor 377,4384.34
COMP-8838,2024-08-10,Proveedor 359,1562.4
COMP-8839,2024-09-03,Proveedor 146,1941.98
COMP-8840,2023-12-12,Proveedor 119,4552.3
COMP-8841,2023-09-21,Proveedor 68,2434.84
COMP-8842,2023-06-26,Proveedor 148,627.27
COMP-8843,2025-02-13,Proveedor 84,3826.84
COMP-8844,2024-11-04,Proveedor 174,283.77
COMP-8845,2025-04-08,Proveedor 208,675.22
COMP-8846,2023-08-31,Proveedor 226,2505.68
COMP-8847,2023-07-14,Proveedor 493,777.13
COMP-8848,2025-05-25,Proveedor 485,2264.54
COMP-8849,2023-01-10,Proveedor 63,4608.47
COMP-8850,2025-06-03,Proveedor 467,1108.69
COMP-8851,2023-12-29,Proveedor 1,474.31
COMP-8852,2024-03-11,Proveedor 52,3219.42
COMP-8853,2024-05-15,Proveedor 39,416.9
COMP-8854,2023-02-24,Proveedor 253,1453.68
COMP-8855,2024-03-23,Proveedor 331,3433.7
COMP-8856,2024-01-11,Proveedor 382,1203.88
COMP-8857,2024-05-28,Proveedor 35,3884.85
COMP-8858,2023-02-18,Proveedor 43,759.75
COMP-8859,2024-02-29,Proveedor 428,2614.59
COMP-8860,2024-10-10,Proveedor 204,1148.76
COMP-8861,2024-04-27,Proveedor 121,2761.69
COMP-8862,2023-11-23,Proveedor 471,2839.93
COMP-8863,2023-09-22,Proveedor 177,2007.84
COMP-8864,2024-12-19,Proveedor 4,3890.64
COMP-8865,2025-10-16,Proveedor 367,3578.49
COMP-8866,2023-08-05,Proveedor 234,2323.43
COMP-8867,2023-06-08,Proveedor 175,47.62
COMP-8868,2024-05-06,Proveedor 98,436.92
COMP-8869,2023-06-15,Proveedor 236,4999.53
COMP-8870,2023-08-14,Proveedor 341,2316.75
COMP-8871,2024-03-15,Proveedor 196,4919.16
COMP-8872,2025-04-10,Proveedor 272,3008.15
COMP-8873,2023-01-13,Proveedor 190,4138.36
COMP-8874,2023-11-14,Proveedor 332,2893.77
COMP-8875,2024-05-01,Proveedor 480,1003.16
COMP-8876,2025-07-25,Proveedor 214,2840.06
COMP-8877,2025-05-11,Proveedor 275,2994.33
COMP-8878,2024-11-23,Proveedor 357,898.79
COMP-8879,2025-05-29,Proveedor 157,3265.92
COMP-8880,2024-05-11,Proveedor 450,2865.51
COMP-8881,2024-03-18,Proveedor 31,2059.92
COMP-8882,2024-04-28,Proveedor 71,3286.15
COMP-8883,2025-03-09,Proveedor 120,3277.04
COMP-8884,2023-11-30,Proveedor 396,681.31
COMP-8885,2023-04-20,Proveedor 480,3730.72
COMP-8886,2023-01-07,Proveedor 500,779.79
COMP-8887,2023-04-17,Proveedor 371,4383.19
COMP-8888,2025-01-08,Proveedor 248,2812.46
COMP-8889,2025-01-01,Proveedor 358,4567.02
COMP-8890,2024-02-29,Proveedor 335,4084.99
COMP-8891,2025-07-24,Proveedor 343,190.57
COMP-8892,2023-03-31,Proveedor 50,4833.61
COMP-8893,2023-08-03,Proveedor 360,4270.79
COMP-8894,2024-10-22,Proveedor 184,132.82
COMP-8895,2025-04-17,Proveedor 285,4284.18
COMP-8896,2024-02-10,Proveedor 396,2057.18
COMP-8897,2025-10-05,Proveedor 426,2199.16
COMP-8898,2023-12-26,Proveedor 498,2820.71
COMP-8899,2025-04-13,Proveedor 333,2890.47
COMP-8900,2023-10-02,Proveedor 159,1742.53
COMP-8901,2024-08-21,Proveedor 412,3130.2
COMP-8902,2023-11-03,Proveedor 455,3752.18
COMP-8903,2024-02-19,Proveedor 284,4570.07
COMP-8904,2025-09-14,Proveedor 377,4207.46
COMP-8905,2023-02-05,Proveedor 70,4932.16
COMP-8906,2025-07-24,Proveedor 334,3097.81
COMP-8907,2024-11-01,Proveedor 93,4747.09
COMP-8908,2023-09-21,Proveedor 112,3996.65
COMP-8909,2025-01-29,Proveedor 419,4137.09
COMP-8910,2025-07-28,Proveedor 110,2083.12
COMP-8911,2024-09-21,Proveedor 121,3532.52
COMP-8912,2025-10-03,Proveedor 154,434.14
